Name,gene,locus_tag,Stationary rep1,Stationary rep2,Stationary rep3,3h fresh media rep1,3h fresh media rep2,3h fresh media rep3,3h queueing rep1,3h queueing rep2,3h queueing rep3,3h amp media rep1,3h amp media rep2,3h amp media rep3,3h queueing amp rep1,3h queueing amp rep2,3h queueing amp rep3,6h amp media rep1,6h amp media rep2,6h amp media rep3
rpsH CDS,rpsH,b3306,49.5,36,102,8946.5,7256.5,110990,6956.5,9369,112641,6022,45406,104578,14650,83151,122137.5,7755,6737,10256
rpsI CDS,rpsI,b3230,18,10.5,79.5,4586,3569.5,22621,5200,4714.5,48276.5,4041.5,12599,56650.5,9139.5,33274,21835,8526,6436,9744
rpsJ CDS,rpsJ,b3321,55.5,50,163.5,11149,13105,166438,11295,16970.5,133764.5,8049,45972,131158.5,26891.5,116964,143147,15596,13776,22317.5
rpsK CDS,rpsK,b3297,65,44.5,141.5,13644,9951.5,147625,10576,11653.5,166441,9500,61763.5,143086.5,19224.5,110548,157980.5,13083.5,12142.5,18155
rpsL CDS,rpsL,b3342,39.5,43,78.5,7817,5721,59085,6372,8524.5,59470.5,6454.5,33103,80380,12606.5,54617,68826,8008,7696,10400
rpsM CDS,rpsM,b3298,63.5,55,151.5,14375.5,10423,138349.5,11644.5,12277,159836,9931,64394.5,149302.5,19587,117547,152291.5,12014,10886,16070
rpsN CDS,rpsN,b3307,43.5,45.5,120,9207,8772.5,123204.5,7894.5,10384.5,132880,7298.5,52162.5,119411,16540,94515,148699,9065.5,8776,15235
rpsO CDS,rpsO,b3165,19,8,41,1550.5,2574.5,15422,2142,4195.5,9892,1530.5,6476.5,18765,5302,15796.5,11468.5,4700.5,3683,4726
rpsP CDS,rpsP,b2609,11,19.5,54.5,3755,3747,34786.5,3650,3890,35907.5,3253.5,14143.5,32888.5,7091,24749,28289,2849.5,2458,3489.5
rpsQ CDS,rpsQ,b3311,10,13,48.5,3809,2866.5,42444,2597.5,4207.5,60272,2389,16806.5,54673,5469,43045.5,53820.5,4113,3540,5185.5
rpsR CDS,rpsR,b4202,14,12.5,60,3543.5,3307.5,36667.5,3747,4089.5,37883.5,2854.5,13288,42720.5,7744,25012.5,29720,4044.5,3106,4062
rpsS CDS,rpsS,b3316,23,23,134,10087.5,8882,100812.5,6927.5,12136.5,111209.5,6523.5,36657.5,102586,14744,85358.5,113039,7545,5745,10097.5
rpsT CDS,rpsT,b0023,10.5,7.5,27.5,1460,2623,13784.5,2601.5,4667.5,12198.5,1695.5,7155.5,29939,5401,21385,13256.5,3982.5,3249,4054
rpsU CDS,rpsU,b3065,2,4.5,5.5,862,730,5503,1086,1402,5068,1107,2419,9923.5,1871.5,7040.5,5756,2731,2573.5,3510.5
rraA CDS,rraA,b3929,5,6.5,4,863.5,577,1026.5,192,394.5,1517,358.5,1044,2183.5,371.5,1385.5,1232,759.5,626.5,711.5
rraB CDS,rraB,b4255,30,14,6,941,465,679,123.5,334,1299.5,337,712,2009.5,297,1086,501,405,389,425.5
rrrD CDS,rrrD,b0555,2,0,12,773,598,226,122.5,349.5,398.5,342.5,229.5,622,301.5,426.5,409.5,31.5,27.5,11.5
rrrQ CDS,rrrQ,b1554,0,4.5,0,536.5,345.5,15.5,26,237,61,267,262,272,114,170.5,404,7,0,9
rsd CDS,rsd,b3995,4,5,8,478.5,311.5,696,90,282.5,829,375.5,1298,1262.5,205,863,669.5,136,154.5,138
rseA CDS,rseA,b2572,1208,294,479,2191.5,894,4687,688.5,845.5,6880.5,901,5613.5,7377.5,1693.5,5220.5,4176.5,4146,4357.5,4986.5
rseB CDS,rseB,b2571,61,14,35,1439.5,705,2181.5,535,701,2246.5,761.5,2627,4469.5,891.5,3467.5,3244.5,673,698.5,858.5
rseC CDS,rseC,b2570,4,4,14,1317,681.5,952.5,245,698,980,737.5,1670,2373.5,490.5,1681.5,1967.5,247,240.5,282.5
rseD CDS,rseD,b4725,9,1,2.5,222,127.5,106.5,33,85,239,69,212.5,357.5,42,258.5,161.5,105,107,100
rseP CDS,rseP,b0176,12,13,14,1949,1363,8274,793.5,1223.5,7311,1344.5,4291,9845.5,1651,6470.5,7752.5,2122.5,2275.5,2745
rsfS CDS,rsfS,b0637,1,0.5,4,570.5,336,1204.5,355.5,400,1732,399,857,2811.5,476.5,2096,1937,633.5,590,826.5
rsgA CDS,rsgA,b4161,8,7,16,1986.5,1249.5,5141,701,1012,5862.5,1263,3699,8041.5,1178.5,6149,6275,461.5,571,792
rsmA CDS,rsmA,b0051,14.5,6,15,1697,912.5,3220,580,1066,2753,1427.5,2993.5,6988.5,961.5,5571,6181,217.5,276.5,392
rsmB CDS,rsmB,b3289,12,10.5,8,3144,929.5,11812,2108.5,898,8459.5,1718.5,9893.5,21857.5,2354,16663.5,18270.5,143.5,158,259.5
rsmC CDS,rsmC,b4371,6,0,16,2087,1534.5,4316,711.5,1559,5106.5,1220.5,2850,6179.5,1676,4611.5,3829.5,614.5,600.5,728
rsmD CDS,rsmD,b3465,9,5.5,10,1465.5,903,404,74,665,512,691,1339,1027.5,373.5,659.5,543,57.5,50.5,55
rsmE CDS,rsmE,b2946,10,1.5,12,1230,677.5,1576,289.5,606,2428.5,609.5,1415.5,2801,484.5,1993,1832.5,207,177,274
rsmF CDS,rsmF,b1835,2.5,12,23,2103.5,1336,431.5,131.5,1005.5,518,1104.5,1215.5,1534,487.5,950.5,1039,63.5,61.5,106
rsmG CDS,rsmG,b3740,5,0,0,614.5,449.5,819.5,252,465,631.5,443.5,761.5,1646,430.5,1075.5,1307.5,147.5,174.5,156
rsmH CDS,rsmH,b0082,35,10,23,1910,1221.5,3778,518,1154.5,5051.5,1360,3945.5,10056,916,7552.5,7535,660.5,869,1005
rsmI CDS,rsmI,b3146,7,6.5,6.5,2077,1298,1225,165,979,1421.5,1130,2383.5,2581,592,1967.5,1602.5,93,130,172
rsmJ CDS,rsmJ,b3497,9.5,7,20,2944.5,1680.5,1168,255.5,1275,3229,1371.5,2686.5,4569,594,2830.5,3125,190.5,222.5,257.5
rspA CDS,rspA,b1581,75,2,8,1770,1116,271.5,35,619.5,530,722,544.5,454,375.5,267.5,203,230.5,226,162
rspB CDS,rspB,b1580,41,4,6,877,592.5,115.5,45,463,401.5,466.5,507,382.5,223.5,229,161,180.5,128.5,102
rssA CDS,rssA,b1234,8,11.5,16.5,1772,996.5,1948,548.5,773,3884.5,915.5,2152.5,7177,703.5,5053,4080.5,113,127.5,176.5
rssB CDS,rssB,b1235,50,14.5,13,1455.5,927.5,1214,322.5,699.5,2571.5,910,1365.5,4759,492,3476.5,3133.5,143.5,184,234
rstA CDS,rstA,b1608,2,4,6,1005,661,557,373,590.5,1750,533,795.5,2557,276.5,1625,756,328,342.5,347
rstB CDS,rstB,b1609,7,6,19,1979,1167.5,906.5,494.5,1075,1899.5,1282.5,1739,4167.5,635,3029,1835,223,312,366.5
rsuA CDS,rsuA,b2183,3.5,2,9,1280.5,770.5,1739.5,1082.5,1264,3681.5,1087,1579,9444,1080.5,7213.5,5024,696,787.5,920.5
rsxA CDS,rsxA,b1627,0,2.5,15,764,578.5,432.5,215,506,501,534.5,588.5,1121.5,341.5,707.5,718,255.5,225,331
rsxB CDS,rsxB,b1628,0,3,9,690.5,510,561,210.5,522.5,861,509,613.5,1896,302.5,1389.5,1530.5,221,221,310.5
rsxC CDS,rsxC,b1629,5,5.5,34.5,3897,2560,2629,640.5,2441.5,2824.5,2579.5,3454,6356.5,1339,4769,5842.5,465.5,455.5,734.5
rsxD CDS,rsxD,b1630,10,7,17,1369,943,449.5,181.5,631.5,551.5,724.5,683,1464.5,409,834,1036.5,148,140,199
rsxE CDS,rsxE,b1632,6,6,3.5,913.5,565.5,228.5,126.5,512.5,462,576.5,530,861,315.5,438,430,61.5,96,121
rsxG CDS,rsxG,b1631,2,0,11.5,716,545,284,97.5,497.5,636,572.5,641.5,989.5,290.5,775.5,577,87,77,128.5
rtcA CDS,rtcA,b4475,7,8,25.5,3213,1611,842.5,70,1253.5,1170.5,1372,2778,1995,556,1190.5,1395.5,96.5,126,81.5
rtcB CDS,rtcB,b3421,18,11,32.5,2341.5,1652.5,1106.5,80.5,1172.5,1185.5,1095.5,2020,1709.5,571.5,1239,1424.5,89,112,100
rtcR CDS,rtcR,b3422,18.5,4,31,3787.5,2711,1596.5,487,2164.5,2444,2163.5,4144.5,5384.5,1047.5,4087.5,4640.5,126,144.5,173
rusA CDS,rusA,b0550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rutA CDS,rutA,b1012,8,4,20.5,1884.5,1359.5,40.5,8,1016,84.5,1117.5,1323.5,192.5,387,140.5,67.5,7,4,8.5
rutB CDS,rutB,b1011,0,1,8.5,1312.5,776.5,44,21,707.5,119,878.5,973.5,229,255,156,61.5,7,4,7
rutC CDS,rutC,b1010,0.5,1,13,813.5,469,20.5,14,367.5,61.5,521,555.5,120,145,84,36,13.5,3,8
rutD CDS,rutD,b1009,4.5,0,10.5,1989,1033,64,16.5,830.5,114,875,1311,216.5,331.5,168,92.5,15.5,7,8.5
rutE CDS,rutE,b1008,2,4,14,1085,650.5,57.5,6,401,112,615,653.5,194,187,159.5,94,5,14.5,10.5
rutF CDS,rutF,b1007,1,5,3.5,1119,710,63.5,6,580.5,136.5,351.5,747.5,138.5,163.5,109,79,15,14.5,9.5
rutG CDS,rutG,b1006,3,1,10,2718.5,1500.5,259,36.5,1151,454.5,1262.5,1428.5,669.5,468,402,303.5,34,47,57
rutR CDS,rutR,b1013,1,9.5,9,1583,866.5,616.5,74,860,868,1154.5,1386.5,1257,364,923,728,57.5,62.5,57.5
ruvA CDS,ruvA,b1861,4,6,10.5,966.5,601.5,897,119,552.5,1174.5,573,1219.5,2026.5,284.5,1684,1586,131,94.5,140
ruvB CDS,ruvB,b1860,6,8,20.5,1856,1196.5,1870,269,1131,3246,1000,2387,4347.5,562.5,3330,3002.5,221,268.5,336
ruvC CDS,ruvC,b1863,0,6,10,1087.5,675,3396.5,231,625.5,4046.5,593.5,2312.5,4494.5,443,3512,3970,258.5,221.5,286.5
rzoD CDS,rzoD,b4510,1,1,2,255,170.83,35,4,89,68.5,101.83,91.5,77.67,66,81.5,64,1.83,2.5,8.83
rzoQ CDS,rzoQ,b4689,0,0,0,146,96.5,1.5,18.5,100.5,11,79,61.5,70,39,36.5,84,1,2,1
rzoR CDS,rzoR,b4528,1,0,1.5,221.83,123.83,12.17,4.67,78.17,34.5,85.67,80.5,73,50.67,32.83,37.83,6.5,6.83,7
rzpD CDS,rzpD,b0556,2,1,3,533.5,364.33,70.5,24,230.5,158,197.33,210.5,215.17,134.5,190,185.5,11.83,7.5,9.83
rzpQ CDS,rzpQ,b1553,0,2,0,302.5,210,3.5,20.5,215.5,25.5,171.5,148.5,132,72,76.5,162.5,2,2,1
rzpR CDS,rzpR,b1362,1,1,2.5,262.83,150.33,15.67,5.17,97.17,49.5,95.67,106.5,92.5,55.17,47.83,55.83,8,6.83,13
sad CDS,sad,b1525,2,5.5,11.5,2236,1292.5,933,174.5,1032,1608,1320,1749.5,2716,504.5,2168.5,2248,111,73,108.5
safA CDS,safA,b1500,0,0,0,18.5,16.5,2,0,15.5,4.5,8,26,93.5,3.5,26.5,26.5,2,0,0
sanA CDS,sanA,b2144,2,2,4,631,478.5,78.5,47.5,423,107.5,418,485,183.5,146,113,95.5,23,18.5,17.5
sapA CDS,sapA,b1294,43,30,28,2713.5,1843.5,597.5,298,1346,1128,1540.5,2011.5,2276.5,746.5,1375.5,1105,150.5,185,149.5
sapB CDS,sapB,b1293,8,12.5,8,1126,771.5,272.5,69,677.5,527,706.5,1127.5,938.5,275.5,727.5,520.5,55.5,59.5,98.5
sapC CDS,sapC,b1292,7,12.5,8.5,1587,1031,194,44.5,742,349,766.5,1337,881.5,344.5,629.5,519,45.5,62,64.5
sapD CDS,sapD,b1291,15.5,10,9.5,1477.5,1064,429.5,176.5,634.5,722.5,749,1024,1744,433,989.5,921,40,72,81.5
sapF CDS,sapF,b1290,7.5,2,9,1015,755,256,127,600.5,470,698.5,982.5,1128.5,304.5,713.5,695,37.5,47,55
satP CDS,satP,b0010,9,1,8,881,529.5,429.5,172.5,496,719.5,520.5,757.5,1574,327,1077,985.5,293,291,346
sbcB CDS,sbcB,b2011,8,5,16.5,1968,1311.5,959,254,1299,1189,1471.5,2141,3522.5,639.5,2583,2302,78.5,61.5,84
sbcC CDS,sbcC,b0397,6,11,34.5,5020,3218.5,3222,349.5,2511,3177.5,2585,4118.5,4782,1268,3727.5,3812.5,176,206.5,283
sbcD CDS,sbcD,b0398,3,5,11.5,1809.5,1042.5,1009,204.5,1104,2041,1032,1813.5,2257,571.5,1541,1205,99,101.5,140.5
sbmA CDS,sbmA,b0377,6,8,12,1394,948.5,398.5,65.5,839,514,902.5,1363.5,839.5,392.5,718.5,729.5,464.5,545,537.5
sbmC CDS,sbmC,b2009,13,45,24,1001.5,641,454.5,64,336.5,617.5,276.5,563,883,224,657,456.5,57,48,75.5
sbp CDS,sbp,b3917,2,9,10,2215,1551.5,322,58.5,954,391,1138,2155.5,780,492,618,619,41,45,37
scpA CDS,scpA,b2917,7,12,12.5,3702,2086,277,48,1552.5,467,1301.5,1847,877,642.5,637,604.5,52,37,54
scpB CDS,scpB,b2919,1,2,3.5,705.5,559,104,17,376,210.5,362.5,543.5,397,163.5,259.5,243,30,16,25
scpC CDS,scpC,b2920,6.5,4.5,16,1983,1226,159.5,51.5,1076.5,358.5,1258,1749,896,392,594.5,546.5,36,39.5,66.5
sdaA CDS,sdaA,b1814,743,92,73,2388.5,1822,6227,829,1342,12330,1274.5,5143.5,11356,1741.5,7152,5149.5,3877,2768,3269
sdaB CDS,sdaB,b2797,10,9.5,20,3991,2569.5,14263.5,443.5,1422.5,6380.5,961.5,6485.5,4740,3032,3302.5,2376.5,739,596,831.5
sdaC CDS,sdaC,b2796,13,12.5,11,3260.5,2776,20027.5,776.5,1095.5,7295.5,813.5,6051.5,5686,5274,3641.5,2815,1550,1277.5,1679.5
sdhA CDS,sdhA,b0723,38,36,114.5,14020,9673,78574.5,3727,5486.5,83513,7950.5,41201,71777,17208,49835.5,46281,1372.5,1346.5,1982.5
sdhB CDS,sdhB,b0724,15,28.5,46,6980,5083,35442.5,1830.5,2947.5,35163,3431.5,15604,22020,8295,15915.5,15042.5,508.5,540.5,693.5
sdhC CDS,sdhC,b0721,19.5,7,28.5,2853.5,2543.5,5430.5,1210.5,1759.5,4917.5,2051.5,3805,8954.5,5087.5,4583.5,5178.5,540,460.5,557.5
sdhD CDS,sdhD,b0722,12.5,5.5,26,2337.5,2025.5,7021.5,809,1260.5,5821.5,1583.5,3892,7905.5,3550.5,5004.5,5262,252,233.5,314.5
sdhE CDS,sdhE,b2897,2,7,0,431.5,289.5,878.5,59.5,229.5,801.5,190.5,593.5,1204.5,261.5,964.5,793.5,112,110,137.5
sdiA CDS,sdiA,b1916,4.5,1,12,601,549,211.5,86.5,462,415,548,607,673.5,185,528,369.5,24,18,21
secA CDS,secA,b0098,38,23,64.5,4899,3420.5,27756.5,3375,4131.5,41047,4942.5,17569.5,62223.5,4492,46788,56759.5,1905,1801.5,2554.5
secB CDS,secB,b3609,63.5,16,21.5,2128.5,994,9072,946.5,717.5,8556.5,935.5,5115,9328.5,1659,7090.5,6013,1448.5,1367.5,1961
secD CDS,secD,b0408,28,8,21.5,4038.5,2344.5,19016,1578.5,1911.5,19826,2722,9836.5,21147.5,3019,16758,20211.5,2761,2889,3978.5
secE CDS,secE,b3981,67,14,21.5,1569.5,984,10116,1099.5,1122.5,10002.5,1254.5,5857.5,15900.5,2226.5,10976,10342,2084.5,1876,2239
secF CDS,secF,b0409,20,8,19,2095,1193.5,7636.5,760,954,7998.5,1256,4061.5,8640.5,1466,6412.5,6573.5,1683,1838.5,2448.5
secG CDS,secG,b3175,30,4,17,1343,1006,8837,1211,1099,8437,1241,4420,12016,2253,8484,7907,9757,9238,10417
secM CDS,secM,b0097,31,10,21.5,1131.5,681,2662.5,503,829.5,2604.5,1080.5,2408,6665.5,1068,4760.5,4475.5,341.5,352.5,519.5
secY CDS,secY,b3300,145,86,263.5,23395,16621.5,224278.5,15539,19117.5,289860.5,13767,124467.5,275486.5,28023,198016.5,250917,26455,26878.5,37360.5
selA CDS,selA,b3591,8.5,6,23.5,4378,2522,2415,246,1449,2002.5,1621.5,3446,3050,998,2295,2459,166.5,139,237.5
selB CDS,selB,b3590,15.5,10,19.5,6505.5,3490.5,6375.5,307,2219,4736,2256.5,6908.5,5864.5,1487,4039,4267.5,346,319,510
selD CDS,selD,b1764,15,8,21,2600,1509,8999.5,697.5,1461.5,10323,1788.5,7254,14857.5,1367.5,11165,14351.5,1776.5,1909,2562.5
selU CDS,selU,b0503,4,5,24,2370.5,1361,1093.5,147.5,1168.5,1282.5,1124,1580.5,1932.5,533.5,1502,1272,105.5,103,85
seqA CDS,seqA,b0687,16,10,13,1408,839.5,5358,653.5,773.5,6078.5,878.5,3670,9083.5,1126,6884.5,7296.5,498,501.5,751
serA CDS,serA,b2913,21,30,47,6562,2502,22022,2650,2117,24277,4334,15600,39055,3400,28862,23306,2476,2512,3333
serB CDS,serB,b4388,9.5,6,10,2732.5,1421,3697.5,281.5,1218,4367,1124,3777,5345.5,785,4190,5199.5,302,327,421.5
serC CDS,serC,b0907,22,17,30.5,3370,1531,10367,1107,1567.5,14854,2756.5,10461.5,21855,1619,16802,15817.5,712,881,1097
serS CDS,serS,b0893,33.5,11,30.5,4238,2110.5,8714,2558,2030,18524,4027,9533.5,34300,3395,21077.5,17167.5,1593.5,1650,2444
setA CDS,setA,b0070,4,8.5,7.5,1574.5,1112,411.5,56.5,855,555.5,661.5,944.5,1166.5,362.5,758.5,818.5,185,227,341
setB CDS,setB,b2170,7.5,4,13.5,2067.5,1167.5,193,67,866,165,1145,1186.5,615.5,459,331,397.5,31.5,16,43
setC CDS,setC,b3659,5,6.5,15.5,1518,1205,27,12,617.5,44,606.5,1027.5,159,370.5,59,42.5,6,14,7
sfmA CDS,sfmA,b0530,2,0,2,251,156,18,4,142,21,97,195,123,45,51,36,22,20,54
sfmC CDS,sfmC,b0531,2,0,0,489,345,4,3,288.5,19,219,332,76.5,79,39,20,2,11,1
sfmD CDS,sfmD,b0532,2,5,8,2597,1700.5,40,25,1156.5,68,1327,1137.5,253,544.5,122,67,5,13,11
sfmF CDS,sfmF,b0534,0,5.5,0,359.5,277,2,0.5,177,8.5,168.5,243,88,56,30,30.5,3,3,1
sfmH CDS,sfmH,b0533,4,4.5,3,771,486.5,4,0,441,11.5,449.5,483,69.5,140.5,38,20,0,2,0
sfsA CDS,sfsA,b0146,65.5,26,24.5,1498,1001.5,5142.5,398,640.5,5282,729,3658,4303,805.5,3552.5,3328.5,2087,2061,2845.5
sfsB CDS,sfsB,b3188,0,5.5,2.5,538,349,485.5,82.5,290,494.5,377.5,694.5,1016,154,662.5,861.5,42,37,38.5
sgbE CDS,sgbE,b3583,2,5.5,6.5,1907.5,1048,128.5,12.5,674.5,312,680,1014.5,314.5,305.5,198,147.5,29.5,40,29
sgbH CDS,sgbH,b3581,0,2.5,14.5,2253.5,1342.5,61,9.5,933.5,82.5,865,1611.5,139.5,402,127.5,57,8,0.5,2
sgbU CDS,sgbU,b3582,2,9,7.5,2174.5,1405.5,122,10,877.5,106,741.5,1410.5,231,333,147,105.5,10.5,9.5,11
sgcA CDS,sgcA,b4302,3.5,5.5,3.5,780,488.5,104,52.5,376,191,324,547.5,245,186.5,207,126,35.5,25,25
sgcB CDS,sgcB,b4565,8,3,1.5,223.5,196.5,44,11,82.5,48,36,68,72.5,41.5,45,39,6.5,8,9
sgcC CDS,sgcC,b4304,62,24.5,20.5,2206.5,1155,175,67,757.5,209,779.5,979,417.5,395.5,261.5,262,25,51,51
sgcE CDS,sgcE,b4301,4.5,11,3.5,814,492,120,40,384.5,338.5,344,595,426.5,211.5,287,229.5,20,25.5,33.5
sgcQ CDS,sgcQ,b4303,68.5,23,6,1823.5,1160.5,726.5,539,847.5,1727,1257,1426.5,2419,703.5,1758,1671,162,123,166.5
sgcR CDS,sgcR,b4300,8,6,7,980.5,793,145,29,543.5,209,321,582.5,267,247.5,214.5,140.5,26.5,15.5,17
sgcX CDS,sgcX,b4305,49.5,23,21,1565,934.5,302.5,45.5,524.5,364.5,469.5,687.5,710.5,317,524,331,55.5,77,92
sgrR CDS,sgrR,b0069,2,6.5,9,2043,1401,627,162,1158.5,1044,993.5,1659.5,1673.5,571.5,1157.5,763.5,207,250.5,257.5
sgrT CDS,sgrT,b4662,2,0.5,3.5,221,133.5,47.5,16,98,35,51,105,88,41.5,37.5,30.5,96,80.5,95.5
shiA CDS,shiA,b1981,2,5,15,1842,1024.5,2131.5,550.5,741,2274.5,1328.5,1549.5,3913,822,2981.5,2461.5,594.5,790.5,935.5
shoB CDS,shoB,b4687,0,2,0,45,41,4,4,40,23,21,17,51,17,15,11,30,17,17
sieB CDS,sieB,b1353,0,2,0,148.5,136,37,8,166.5,41,87,84,98.5,71.5,61.5,35,40.5,24.5,23.5
sixA CDS,sixA,b2340,32,10,11,600,449,1704,132,350,2120,369,1027,2545,319,1894,1215,856,853,973
skp CDS,skp,b0178,38,15,21,3307,1607.5,16343.5,1573,1333,20430.5,1637,12770,26083,2696.5,18544,14447.5,2192.5,2108.5,3142
slmA CDS,slmA,b3641,8.5,0.5,13.5,1711,1078.5,1969.5,206,802,1507.5,718,2080,2428,743,1688,1199,209.5,194.5,298.5
slp CDS,slp,b3506,2,2,2,432,297,502,30,228,97,149,353,159,227,110,43,47,48,59
slt CDS,slt,b4392,13.5,15,21,3606,2440,4874.5,519.5,1710.5,6452,1624,4427.5,7614.5,1236.5,5378,4563,1189,1474.5,1709.5
slyA CDS,slyA,b1642,44,6.5,12,626.5,536.5,1734,324.5,457.5,3313,506,1772.5,4178.5,399,3131,2290.5,644,675,930.5
slyB CDS,slyB,b1641,88,25.5,33,1376.5,830.5,5552,720.5,757.5,9937,548,5783.5,11869.5,1192,7871,4527.5,5034,4071,4366.5
slyD CDS,slyD,b3349,12,8.5,14,1848.5,1189,8324.5,793.5,1213,9668,950.5,5237,14088,1780.5,9687.5,5889,1667,1220.5,2049
slyX CDS,slyX,b3348,11,11,12,402,266.5,290,68,248,256,245.5,545.5,372.5,166,284.5,237,121,98,118
smf CDS,smf,b4473,42,37.5,33.5,1592,723.5,959.5,201,520,1505.5,635.5,1121.5,2604,487,1777,1633,236.5,238.5,281.5
smg CDS,smg,b3284,82,43,43,1038,474,3286,908,555.5,5406.5,921.5,2593,9185.5,1036,6599.5,5322,612,692,818
smpB CDS,smpB,b2620,2,4,1,944.5,618,560,230,534.5,662,411.5,718.5,1452.5,507.5,798,571,124.5,119.5,185
smrA CDS,smrA,b1340,12,11.5,7.5,1283.5,765.5,835.5,157.5,762.5,1290,1052.5,1262.5,1657.5,426.5,1168.5,913.5,167,171,163.5
smrB CDS,smrB,b2331,4,1,4,1252.5,671,1031,127,491.5,1415,606,1047.5,2231,347.5,1563,1335.5,119,99.5,133.5
sodA CDS,sodA,b3908,33,15,133,15034,7994,56238,6095,7128,62774,5549,63381,122413,13577,82650,51026,3841,3251,4890
sodB CDS,sodB,b1656,12,8,16.5,2057,1091.5,3839,532,869,5226.5,820,3412,5477,1291,3108,2017.5,309,273,490
sodC CDS,sodC,b1646,60.5,28.5,38,792.5,617,1065.5,167,442,1922.5,315.5,2007,3110,381.5,1844,1534.5,489.5,446,430
sohB CDS,sohB,b1272,14,9,11,1657.5,1119,3308,359.5,850,3974.5,948.5,3162.5,5379,669.5,3816,3890.5,307,270,333
solA CDS,solA,b1059,0,0,13,1600.5,779.5,762,153.5,852.5,1350,1013.5,1406,1757,519.5,1306.5,893,110,131.5,154
soxR CDS,soxR,b4063,5.5,2,7,1523,988,123.5,32.5,486,307.5,530.5,729,510,262.5,350.5,183.5,46,32,59.5
soxS CDS,soxS,b4062,13,14,1,990.5,806.5,851,171,584.5,776,515.5,1768,1209.5,563,760,502,141.5,116,141
speA CDS,speA,b2938,107,38,47,7035,3927,32637,1638,2379,20417,2982.5,18690.5,23005,4440,17010.5,21448.5,3269,3089.5,4843
speB CDS,speB,b2937,18,5,14,2181,1214.5,5736.5,372.5,850.5,5163.5,951.5,3633.5,6450,969,4693.5,4697.5,680,566,670
speC CDS,speC,b2965,5,15,21.5,3884,2105,1906.5,230.5,1496.5,1007,1639,2085.5,1534.5,905,1094,1160.5,350,316,532
speD CDS,speD,b0120,27.5,10.5,19.5,2757.5,949,4090,1009,758.5,4480,1027,2108.5,4015.5,1891.5,2879.5,2567.5,453.5,443.5,693.5
speE CDS,speE,b0121,12,10.5,23.5,2821.5,963.5,7343,1286.5,861,8271,1373,3053.5,7523,2287,5706.5,4646,1252.5,1042.5,1506
speF CDS,speF,b0693,4,2,13,1860,1287.5,158,51,983,322,862,1000.5,416.5,406,269.5,188,23,17,40
speG CDS,speG,b1584,9.5,4.5,5.5,534,349.5,359,176.5,274,694.5,366,507.5,1267.5,211,783,475.5,199.5,187,249.5
spoT CDS,spoT,b3650,21,20,39,5916,3307,8401.5,1818,2853.5,7732.5,3501,8583.5,16782.5,2963,11583,13187,642,650,895
sppA CDS,sppA,b1766,5,17,19,2833,1613,2990,669,1424,4618,2056,2535,7856,1216,5387,6078,738,858,982
spy CDS,spy,b1743,6,6,3,1297,1638,544,43,513,689,538,1667,1204,359,767,543,9710,6979,7774
sra CDS,sra,b1480,33.5,8,4,1339.5,1049.5,698.5,443.5,462,739,350.5,1730,1881.5,983,909,765,523,469,549
srkA CDS,srkA,b3859,2.5,5,13,1903,1297.5,1209.5,176.5,797,1251,826,2091.5,2205.5,667.5,1427,1261,660,598.5,768.5
srlA CDS,srlA,b2702,0,9,8,835.5,464.5,67,0,300.5,138.5,262.5,383,60.5,247,48.5,29.5,34,56,48
srlB CDS,srlB,b2704,3,3.5,6,535.5,361,110.5,9.5,185,100.5,185,483,87.5,177,85,44.5,17,38,26
srlD CDS,srlD,b2705,10.5,6,12.5,1630.5,1054,557,48.5,781,477,1003.5,1822.5,604,459,390.5,238,140,147,146
srlE CDS,srlE,b2703,8.5,11.5,28.5,2246.5,1265.5,221.5,31,877.5,261.5,652,1154.5,210.5,576.5,144.5,67.5,83,77,72.5
srlR CDS,srlR,b2707,2.5,2,6.5,992.5,634.5,428,100.5,380.5,639,342,633,871.5,294,672,597.5,60.5,85.5,78.5
srmB CDS,srmB,b2576,14,4,14,2174.5,1358,2543,629.5,1252.5,2937.5,1218.5,2351.5,4982,1223.5,3179.5,3683.5,489.5,398,577
ssb CDS,ssb,b4059,12,6,13,1599,866,2402.5,243.5,683.5,2405.5,675,2677,4652.5,558,3240,2058,823.5,675,829
sseA CDS,sseA,b2521,16,6,8,1495,862,1660,129,639,1412,726,1534,1860,489,1348,887,215,218,300
sseB CDS,sseB,b2522,3,1,13,1019,722.5,3558.5,355.5,872,2917,1112,2515.5,4361,696.5,3043,5566.5,148.5,143,186.5
ssnA CDS,ssnA,b2879,1,5,8,2088.5,1376.5,42,4,849,105.5,952,936.5,151.5,351,169,96.5,6,9,9.5
sspA CDS,sspA,b3229,9.5,4.5,13.5,1971,1152,8558,969.5,1404.5,9783.5,1119,5446.5,13872.5,1752.5,9967,8910,1490.5,1376,2066
sspB CDS,sspB,b3228,8,3.5,3.5,1676.5,994,4257,349,1021,4960.5,866,3119.5,6277.5,821,4779,4144.5,853,761,1085.5
sstT CDS,sstT,b3089,100,28.5,33.5,3800,1903.5,6595,1178.5,1487.5,11564.5,2101.5,5042,17919,2565.5,10617,8463.5,664.5,717,865.5
ssuA CDS,ssuA,b0936,3,6,6,1260,778.5,44,10.5,653,97.5,637.5,684.5,117,235.5,110,70,3.5,3,12
